 4.821030e+0	2.973770e-19
 5.025600e+0	3.074230e-19
 5.237350e+0	3.108670e-19
 5.456540e+0	3.143260e-19
 5.683440e+0	3.179930e-19
 5.918310e+0	3.217260e-19
 6.413100e+0	3.171660e-19
 6.673610e+0	3.138530e-19
 6.943280e+0	3.106530e-19
 7.222430e+0	3.021880e-19
 7.511380e+0	2.926690e-19
 7.810490e+0	2.834910e-19
 8.120110e+0	2.721520e-19
 8.440610e+0	2.575290e-19
 8.772370e+0	2.437470e-19
 9.115790e+0	2.301650e-19
 9.471290e+0	2.162840e-19
 9.839270e+0	2.032860e-19
 1.022018e+1	1.915410e-19
 1.061449e+1	1.808120e-19
 1.102264e+1	1.707160e-19
 1.144515e+1	1.612130e-19
 1.188250e+1	1.522650e-19
 1.233521e+1	1.442020e-19
 1.280384e+1	1.367100e-19
 1.328894e+1	1.296260e-19
 1.379108e+1	1.229260e-19
 1.431087e+1	1.165870e-19
 1.484893e+1	1.105900e-19
 1.540590e+1	1.049200e-19
 1.598244e+1	9.955340e-20
 1.657924e+1	9.447230e-20
 1.719701e+1	8.966040e-20
 1.783649e+1	8.510250e-20
 1.849845e+1	8.085420e-20
 1.918366e+1	7.684730e-20
 1.989296e+1	7.304570e-20
 2.062719e+1	7.004120e-20
 2.138721e+1	6.726570e-20
 2.217395e+1	6.460450e-20
 2.298833e+1	6.205250e-20
 2.383133e+1	5.960480e-20
 2.470396e+1	5.725710e-20
 2.560725e+1	5.559830e-20
 2.654229e+1	5.427760e-20
 2.751018e+1	5.298990e-20
 2.851209e+1	5.173440e-20
 2.954921e+1	5.051000e-20
 3.062278e+1	4.962520e-20
 3.173407e+1	4.898150e-20
 3.288442e+1	4.834690e-20
 3.407519e+1	4.772110e-20
 3.530781e+1	4.710410e-20
 3.658374e+1	4.649560e-20
 3.790451e+1	4.589560e-20
 3.927170e+1	4.530390e-20
 4.068694e+1	4.373830e-20
 4.215191e+1	4.122920e-20
 4.366836e+1	3.886600e-20
 4.523810e+1	3.663990e-20
 4.686301e+1	3.454290e-20
 4.854502e+1	3.256730e-20
 5.028614e+1	3.076070e-20
 5.208844e+1	2.932410e-20
 5.395409e+1	2.795540e-20
 5.588529e+1	2.665150e-20
 5.788437e+1	2.540910e-20
 5.995369e+1	2.422540e-20
 6.209573e+1	2.361940e-20
 6.431306e+1	2.304040e-20
 6.660830e+1	2.247590e-20
 6.898420e+1	2.192550e-20
 7.144360e+1	2.143110e-20
 7.398942e+1	2.097750e-20
 7.662471e+1	2.053370e-20
 7.935261e+1	2.009950e-20
 8.217638e+1	1.974380e-20
 8.509938e+1	1.941510e-20
 8.812509e+1	1.909210e-20
 9.125714e+1	1.877900e-20
 9.449926e+1	1.847780e-20
 9.785531e+1	1.818160e-20
 1.013293e+2	1.795780e-20
 1.086478e+2	1.773660e-20
 1.164898e+2	1.751820e-20
 1.248925e+2	1.730260e-20
 1.338963e+2	1.699390e-20
 1.435440e+2	1.668960e-20
 1.538817e+2	1.636090e-20
 1.593245e+2	1.617360e-20
 1.649587e+2	1.598850e-20
 1.707908e+2	1.580550e-20
 1.768279e+2	1.562460e-20
 1.830772e+2	1.544590e-20
 1.895461e+2	1.526920e-20
 1.962423e+2	1.509460e-20
 2.031738e+2	1.491960e-20
 2.103489e+2	1.474390e-20
 2.177762e+2	1.457030e-20
 2.254644e+2	1.439880e-20
 2.334229e+2	1.422930e-20
 2.416610e+2	1.406190e-20
 2.501886e+2	1.389440e-20
 2.590160e+2	1.363730e-20
 2.681535e+2	1.338500e-20
 2.776121e+2	1.313740e-20
 2.874031e+2	1.289450e-20
 2.975383e+2	1.265600e-20
 3.080295e+2	1.243340e-20
 3.188895e+2	1.221830e-20
 3.301311e+2	1.200690e-20
 3.417678e+2	1.179910e-20
 3.538134e+2	1.159500e-20
 3.662823e+2	1.139450e-20
 3.791894e+2	1.119740e-20
 3.925501e+2	1.100370e-20
 4.063803e+2	1.078620e-20
 4.206965e+2	1.054120e-20
 4.355158e+2	1.030180e-20
 4.508559e+2	1.006790e-20
 4.667351e+2	9.839340e-21
 4.831724e+2	9.615960e-21
 5.001872e+2	9.397830e-21
 5.178000e+2	9.199320e-21
 5.360318e+2	9.005010e-21
 5.549043e+2	8.814820e-21
 5.744399e+2	8.628660e-21
 5.946621e+2	8.446440e-21
 6.155950e+2	8.243020e-21
 6.372635e+2	8.036020e-21
 6.596934e+2	7.834230e-21
 6.829117e+2	7.637520e-21
 7.069458e+2	7.445860e-21
 7.318245e+2	7.259270e-21
 7.575776e+2	7.077370e-21
 7.842356e+2	6.900030e-21
 8.118305e+2	6.713700e-21
 8.403951e+2	6.514700e-21
 8.699636e+2	6.321610e-21
 9.005711e+2	6.134250e-21
 9.322543e+2	5.952450e-21
 9.650509e+2	5.776050e-21
-----------------------------

IONIZATION
Xe -> Xe^+
 1.213000e+1
SPECIES: e / Xe
PROCESS: E + Xe -> E + E + Xe+, Ionization
PARAM.:  E = 12.13 eV, complete set
UPDATED: 2013-06-05 09:31:25
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 1.212980e+1	0.000000e+0
 1.250000e+1	1.370000e-21
 1.300000e+1	3.440000e-21
 1.350000e+1	5.490000e-21
 1.400000e+1	7.480000e-21
 1.450000e+1	9.390000e-21
 1.500000e+1	1.120000e-20
 1.550000e+1	1.290000e-20
 1.600000e+1	1.460000e-20
 1.650000e+1	1.620000e-20
 1.700000e+1	1.770000e-20
 1.800000e+1	2.040000e-20
 1.900000e+1	2.300000e-20
 2.000000e+1	2.520000e-20
 2.100000e+1	2.730000e-20
 2.200000e+1	2.930000e-20
 2.300000e+1	3.100000e-20
 2.400000e+1	3.270000e-20
 2.600000e+1	3.560000e-20
 2.800000e+1	3.810000e-20
 3.000000e+1	4.030000e-20
 3.200000e+1	4.220000e-20
 3.400000e+1	4.390000e-20
 3.600000e+1	4.530000e-20
 4.000000e+1	4.730000e-20
 4.500000e+1	4.940000e-20
 5.000000e+1	5.110000e-20
 5.500000e+1	5.210000e-20
 6.000000e+1	5.310000e-20
 6.500000e+1	5.360000e-20
 7.000000e+1	5.400000e-20
 8.000000e+1	5.460000e-20
 9.000000e+1	5.560000e-20
 1.000000e+2	5.680000e-20
 1.100000e+2	5.750000e-20
 1.200000e+2	5.750000e-20
 1.300000e+2	5.700000e-20
 1.400000e+2	5.580000e-20
 1.500000e+2	5.480000e-20
 1.600000e+2	5.350000e-20
 1.800000e+2	5.110000e-20
 2.000000e+2	4.830000e-20
 2.500000e+2	4.360000e-20
 3.000000e+2	4.020000e-20
 3.500000e+2	3.720000e-20
 4.000000e+2	3.460000e-20
 4.500000e+2	3.240000e-20
 5.000000e+2	3.060000e-20
 5.500000e+2	2.870000e-20
 6.000000e+2	2.720000e-20
 7.000000e+2	2.490000e-20
 8.000000e+2	2.260000e-20
 9.000000e+2	2.100000e-20
 1.000000e+3	1.940000e-20
-----------------------------

EXCITATION
Xe -> Xe(2P3)(11.055ev)
 1.105500e+1
SPECIES: e / Xe
PROCESS: E + Xe -> E + Xe(2P3)(11.055ev), Excitation
PARAM.:  E = 11.6 eV, complete set
COMMENT: EX 2P3   J=2    ELVL=11.0547.
UPDATED: 2010-11-26 06:43:51
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
8.5	2.60E-22
9.0	1.26E-21
9.5	1.31E-21
10.0	1.80E-21
10.5	2.40E-21
11.0	4.00E-21
11.5	6.20E-21
12.0	8.40E-21
12.5	1.05E-20
13.0	1.28E-20
14.0	1.70E-20
15.0	2.14E-20
16.0	2.55E-20
18.0	3.35E-20
20.0	3.73E-20
25.0	3.85E-20
30.0	3.57E-20
40.0	2.85E-20
50.0	2.40E-20
60.0	2.10E-20
70.0	1.85E-20
80.0	1.66E-20
90.0	1.52E-20
100.0	1.38E-20
120.0	1.22E-20
150.0	1.02E-20
200.0	8.22E-21
300.0	5.93E-21
500.0	3.99E-21
1000.0	2.33E-21
-----------------------------
ELASTIC ION NEUTRAL 
SPECIES: I / Xe
PARAM.:  Sig = 4e-19

THERMAL CONDUCTIVITY
SPECIES: I / Xe
PARAM.:  kt = 0.0057
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
